leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
1.6088,-0.290501,-0.0576978,100000,100000,0.848524,0.029629,-0.0621357,0,0,0,0.82242,-0.664928,-0.0837154,0,0,0,0.0423704,0.0256176,0.0178791,0,0,0,0.123189,-0.665385,-2.88152,0,0,0,-0.470285,-0.333432,0.097845,0,0,0
1.60881,-0.290494,-0.0576677,100000,100000,0.848637,0.0296463,-0.0616981,0,0,0,0.822419,-0.664932,-0.0834715,0,0,0,0.042368,0.0256179,0.0178837,0,0,0,0.123094,-0.665378,-2.88303,0,0,0,-0.470268,-0.333406,0.0982153,0,0,0
1.60881,-0.290485,-0.0576537,0,0,0.84856,0.0297219,-0.0612566,0,0,0,0.822422,-0.664919,-0.0835684,0,0,0,0.0423692,0.0256209,0.0178879,0,0,0,0.123098,-0.665393,-2.88359,0,0,0,-0.470267,-0.333417,0.098089,0,0,0
1.6088,-0.290493,-0.0576653,0,0,0.848678,0.0297076,-0.0610053,0,0,0,0.822419,-0.664932,-0.0835887,0,0,0,0.0423611,0.0256155,0.0178579,0,0,0,0.123014,-0.665447,-2.88545,0,0,0,-0.470244,-0.3334,0.0975993,0,0,0
1.6088,-0.290491,-0.0576542,0,0,0.848585,0.0297043,-0.0617364,0,0,0,0.822418,-0.664913,-0.0837863,0,0,0,0.042357,0.0256151,0.0177697,0,0,0,0.123291,-0.665368,-2.88127,0,0,0,-0.470258,-0.333404,0.097697,0,0,0
1.6088,-0.290489,-0.057652,0,0,0.848482,0.0296462,-0.0619281,0,0,0,0.822418,-0.664929,-0.0836175,0,0,0,0.0423559,0.0256129,0.0177528,0,0,0,0.123245,-0.665366,-2.88198,0,0,0,-0.470267,-0.333412,0.0976859,0,0,0
1.6088,-0.29049,-0.0576292,0,0,0.848485,0.0296303,-0.0613939,0,0,0,0.822407,-0.664921,-0.0839599,0,0,0,0.0423575,0.0256121,0.0177963,0,0,0,0.123047,-0.665461,-2.88503,0,0,0,-0.470268,-0.333411,0.0977461,0,0,0
