leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
0.258407,2.19408,1.54099,0,0,0.299352,1.24836,1.59247,0,0,0,-0.312395,0.424501,1.63661,0,0,0,0.821597,0.442824,1.58949,0,0,0,0.837836,-0.882027,1.44622,0,0,0,-0.282689,-0.837459,1.61604,0,0,0
0.258403,2.19409,1.54105,0,0,0.299401,1.24837,1.59275,0,0,0,-0.312394,0.424499,1.63654,0,0,0,0.821607,0.442823,1.58947,0,0,0,0.837766,-0.882219,1.44691,0,0,0,-0.282689,-0.837453,1.61615,0,0,0
0.258398,2.19408,1.54107,0,0,0.299356,1.24834,1.59288,0,0,0,-0.312376,0.424532,1.63604,0,0,0,0.821602,0.442814,1.58967,0,0,0,0.837783,-0.882032,1.4472,0,0,0,-0.282688,-0.837453,1.61614,0,0,0
0.258391,2.19408,1.54107,0,0,0.299351,1.24838,1.59308,0,0,0,-0.312313,0.424571,1.63515,0,0,0,0.821603,0.442818,1.58965,0,0,0,0.837833,-0.882142,1.44695,0,0,0,-0.28269,-0.837445,1.61626,0,0,0
0.258397,2.19407,1.54108,0,0,0.299305,1.24831,1.59343,0,0,0,-0.312364,0.424533,1.63599,0,0,0,0.821586,0.442816,1.58972,0,0,0,0.837812,-0.882029,1.44672,0,0,0,-0.282694,-0.837453,1.61625,0,0,0
0.258393,2.19406,1.54104,0,0,0.299398,1.24837,1.59329,0,0,0,-0.312362,0.424527,1.63616,0,0,0,0.821594,0.442817,1.58969,0,0,0,0.83783,-0.882161,1.44508,0,0,0,-0.282692,-0.837458,1.61614,0,0,0
0.25842,2.19413,1.54099,0,0,0.299367,1.24836,1.59364,0,0,0,-0.312292,0.424671,1.63498,0,0,0,0.821634,0.442888,1.58992,0,0,0,0.837883,-0.881607,1.45278,0,0,0,-0.282688,-0.837435,1.61645,0,0,0
0.25841,2.19411,1.54098,0,0,0.299379,1.24839,1.59365,0,0,0,-0.312376,0.424563,1.63662,0,0,0,0.821632,0.442858,1.58967,0,0,0,0.837802,-0.88168,1.45455,0,0,0,-0.282686,-0.837437,1.61642,0,0,0
0.258405,2.1941,1.54101,0,0,0.299346,1.2484,1.59277,0,0,0,-0.312364,0.424554,1.63643,0,0,0,0.821614,0.442841,1.58984,0,0,0,0.837908,-0.881603,1.45239,0,0,0,-0.28268,-0.837444,1.61638,0,0,0
0.258402,2.19409,1.54104,0,0,0.299409,1.24839,1.59329,0,0,0,-0.312359,0.424573,1.63603,0,0,0,0.821622,0.442831,1.58977,0,0,0,0.83789,-0.8816,1.45262,0,0,0,-0.282685,-0.83746,1.61607,0,0,0
0.258401,2.19408,1.541,0,0,0.299303,1.24832,1.59305,0,0,0,-0.312377,0.424545,1.63628,0,0,0,0.82162,0.442826,1.58979,0,0,0,0.837905,-0.881594,1.45256,0,0,0,-0.282688,-0.837449,1.61612,0,0,0
0.258391,2.19408,1.54102,0,0,0.299369,1.24833,1.59293,0,0,0,-0.312357,0.424535,1.63604,0,0,0,0.821649,0.442825,1.58954,0,0,0,0.83779,-0.881636,1.45515,0,0,0,-0.282683,-0.837462,1.61593,0,0,0
0.258388,2.19407,1.54104,0,0,0.29929,1.24831,1.59266,0,0,0,-0.312371,0.424531,1.63613,0,0,0,0.821629,0.442823,1.58967,0,0,0,0.837893,-0.881586,1.45294,0,0,0,-0.282684,-0.837449,1.61615,0,0,0
0.258391,2.19408,1.54103,0,0,0.299394,1.24833,1.59333,0,0,0,-0.312373,0.424549,1.63601,0,0,0,0.821629,0.442818,1.58967,0,0,0,0.837884,-0.88162,1.45297,0,0,0,-0.282686,-0.837448,1.61616,0,0,0
0.258394,2.19408,1.54103,0,0,0.299333,1.24835,1.59256,0,0,0,-0.312389,0.42453,1.63638,0,0,0,0.821621,0.442816,1.58967,0,0,0,0.837766,-0.881669,1.45514,0,0,0,-0.282684,-0.83746,1.61608,0,0,0
0.258387,2.19408,1.54105,0,0,0.299349,1.24835,1.59368,0,0,0,-0.312366,0.424541,1.63595,0,0,0,0.82164,0.442815,1.58957,0,0,0,0.837832,-0.881683,1.45433,0,0,0,-0.282683,-0.837447,1.61625,0,0,0
0.258407,2.19407,1.54098,0,0,0.299315,1.24835,1.59291,0,0,0,-0.312382,0.424524,1.63617,0,0,0,0.821633,0.442814,1.58963,0,0,0,0.837907,-0.882066,1.44551,0,0,0,-0.282685,-0.837442,1.61628,0,0,0
0.258398,2.19407,1.54103,0,0,0.299383,1.24835,1.59327,0,0,0,-0.312334,0.424558,1.63531,0,0,0,0.821635,0.442815,1.58962,0,0,0,0.837923,-0.882099,1.44489,0,0,0,-0.282685,-0.837439,1.61632,0,0,0
0.258389,2.19407,1.54107,0,0,0.299313,1.24831,1.59308,0,0,0,-0.312386,0.424524,1.63621,0,0,0,0.821622,0.442817,1.58969,0,0,0,0.837841,-0.882142,1.4454,0,0,0,-0.282686,-0.837443,1.61626,0,0,0
0.258401,2.19407,1.54108,0,0,0.299376,1.24835,1.59298,0,0,0,-0.312373,0.424538,1.63586,0,0,0,0.821626,0.442822,1.58962,0,0,0,0.837932,-0.88212,1.44376,0,0,0,-0.282685,-0.837452,1.61614,0,0,0
0.258396,2.19407,1.54109,0,0,0.299357,1.24834,1.59299,0,0,0,-0.312313,0.424544,1.63516,0,0,0,0.821621,0.442814,1.58964,0,0,0,0.837828,-0.882104,1.44565,0,0,0,-0.282686,-0.837448,1.61628,0,0,0
0.258397,2.19407,1.54109,0,0,0.299412,1.24839,1.59276,0,0,0,-0.312376,0.424527,1.63588,0,0,0,0.821625,0.442815,1.58964,0,0,0,0.837896,-0.882138,1.44446,0,0,0,-0.282686,-0.837452,1.61625,0,0,0
0.258418,2.19407,1.54101,0,0,0.299335,1.24832,1.59305,0,0,0,-0.312367,0.424533,1.63574,0,0,0,0.821615,0.442807,1.58971,0,0,0,0.837746,-0.882198,1.44729,0,0,0,-0.282686,-0.837451,1.61634,0,0,0
0.258415,2.19408,1.54101,0,0,0.299396,1.24836,1.59307,0,0,0,-0.312382,0.424508,1.63618,0,0,0,0.821645,0.442804,1.58948,0,0,0,0.837912,-0.882129,1.4437,0,0,0,-0.282685,-0.837448,1.61637,0,0,0
