leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
1.8381,-0.103681,-0.10986,100000,100000,1.0477,0.242156,0.000531741,0,0,0,1.03384,-0.426603,-0.0112919,0,0,0,0.310202,0.251952,-0.0658182,0,0,0,0.282253,-0.426859,-0.0294404,0,0,0,-0.343145,0.0171231,-0.100081,0,0,0
1.83813,-0.103686,-0.109823,100000,100000,1.04773,0.242154,0.000420909,0,0,0,1.03391,-0.426622,-0.0104778,0,0,0,0.310205,0.251975,-0.0658184,0,0,0,0.282059,-0.42693,-0.0328073,0,0,0,-0.343173,0.0171327,-0.0997901,0,0,0
1.83813,-0.103683,-0.109833,100000,100000,1.04774,0.242156,0.000271513,0,0,0,1.03385,-0.4266,-0.0114016,0,0,0,0.310203,0.251975,-0.0662249,0,0,0,0.282287,-0.426992,-0.0297608,0,0,0,-0.343167,0.0171159,-0.0996277,0,0,0
1.83813,-0.103668,-0.109793,100000,100000,1.04776,0.242156,0.000142518,0,0,0,1.03387,-0.426636,-0.0108267,0,0,0,0.310201,0.251971,-0.0660903,0,0,0,0.282099,-0.42696,-0.0322926,0,0,0,-0.343154,0.0171175,-0.0998555,0,0,0
1.83811,-0.103669,-0.109815,100000,100000,1.04771,0.242162,0.000769135,0,0,0,1.03383,-0.426593,-0.0115971,0,0,0,0.310136,0.251928,-0.0663705,0,0,0,0.282171,-0.426939,-0.0311641,0,0,0,-0.343216,0.0170323,-0.0981266,0,0,0
1.83812,-0.103731,-0.109953,100000,100000,1.04774,0.242153,0.000401482,0,0,0,1.03391,-0.426601,-0.0107213,0,0,0,0.310211,0.25195,-0.065583,0,0,0,0.282074,-0.426995,-0.0321101,0,0,0,-0.343159,0.0170321,-0.0988661,0,0,0
1.83812,-0.103701,-0.109878,100000,100000,1.04775,0.242156,0.000330658,0,0,0,1.03386,-0.426589,-0.0112605,0,0,0,0.31021,0.25195,-0.0658545,0,0,0,0.282248,-0.427019,-0.029996,0,0,0,-0.343153,0.017089,-0.0995893,0,0,0
