leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
0.723515,1.72945,1.73677,0,0,0.322564,0.758044,1.59903,0,0,0,0.90168,0.816735,1.6555,0,0,0,0.308185,0.232986,1.69649,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534523,-0.248159,1.54463,0,0,0
0.723506,1.72926,1.73658,0,0,0.322444,0.757954,1.60169,0,0,0,0.900993,0.816756,1.6662,0,0,0,0.308405,0.233313,1.69232,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534368,-0.248331,1.54262,0,0,0
0.723456,1.72948,1.73675,0,0,0.323051,0.758544,1.59717,0,0,0,0.901655,0.816744,1.6554,0,0,0,0.30835,0.233226,1.69332,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534431,-0.248172,1.54562,0,0,0
0.723452,1.72948,1.73672,0,0,0.322589,0.758025,1.59915,0,0,0,0.901512,0.81681,1.65405,0,0,0,0.308407,0.23315,1.69323,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534462,-0.248142,1.54575,0,0,0
0.723474,1.72947,1.73667,0,0,0.322519,0.757963,1.59918,0,0,0,0.901232,0.816817,1.66138,0,0,0,0.308211,0.233018,1.69627,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534497,-0.248154,1.54394,0,0,0
0.723468,1.72946,1.73678,0,0,0.322482,0.757961,1.59871,0,0,0,0.901591,0.816763,1.6556,0,0,0,0.308421,0.233259,1.69249,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534574,-0.248034,1.54567,0,0,0
0.723506,1.72962,1.737,0,0,0.322587,0.757976,1.59871,0,0,0,0.90119,0.81698,1.66099,0,0,0,0.308425,0.233306,1.69231,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534509,-0.24802,1.54602,0,0,0
0.723496,1.72947,1.73679,0,0,0.32306,0.758453,1.59751,0,0,0,0.901549,0.816786,1.65542,0,0,0,0.30841,0.233224,1.69289,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534433,-0.248102,1.54505,0,0,0
0.723499,1.72946,1.73677,0,0,0.32257,0.757961,1.5993,0,0,0,0.901685,0.816846,1.65405,0,0,0,0.30829,0.233222,1.69406,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534469,-0.248194,1.5453,0,0,0
0.723486,1.72947,1.73678,0,0,0.322597,0.758066,1.59825,0,0,0,0.90159,0.816865,1.65343,0,0,0,0.308197,0.232997,1.69677,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534599,-0.24802,1.54707,0,0,0
0.723475,1.72951,1.73684,0,0,0.322628,0.758017,1.59914,0,0,0,0.90121,0.816832,1.66232,0,0,0,0.308418,0.233304,1.69218,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534466,-0.248138,1.54531,0,0,0
0.723481,1.72949,1.73675,0,0,0.323045,0.758512,1.59692,0,0,0,0.90155,0.816948,1.65258,0,0,0,0.308409,0.233176,1.69318,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534383,-0.248216,1.5447,0,0,0
0.723455,1.7295,1.73666,0,0,0.322566,0.757955,1.59923,0,0,0,0.901666,0.816773,1.65541,0,0,0,0.308209,0.232971,1.69698,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534483,-0.248046,1.54587,0,0,0
0.723468,1.72948,1.7367,0,0,0.323029,0.758522,1.59667,0,0,0,0.901548,0.816844,1.65414,0,0,0,0.308426,0.233301,1.69208,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534518,-0.248079,1.54635,0,0,0
0.723507,1.72947,1.73678,0,0,0.322842,0.758376,1.59643,0,0,0,0.901242,0.816916,1.66005,0,0,0,0.308416,0.233244,1.69254,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534461,-0.248059,1.54601,0,0,0
0.723493,1.72947,1.73667,0,0,0.323104,0.758531,1.59697,0,0,0,0.901576,0.816917,1.65313,0,0,0,0.308205,0.23301,1.69662,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.53448,-0.248151,1.5444,0,0,0
0.723503,1.72946,1.73675,0,0,0.32286,0.758406,1.59617,0,0,0,0.901238,0.81691,1.65963,0,0,0,0.308418,0.233279,1.69237,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534422,-0.248156,1.54511,0,0,0
0.723498,1.72946,1.73679,0,0,0.322944,0.758519,1.59509,0,0,0,0.901542,0.816766,1.65562,0,0,0,0.308414,0.233315,1.69206,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534435,-0.248198,1.54478,0,0,0
0.723487,1.72946,1.73681,0,0,0.323102,0.758622,1.59592,0,0,0,0.901666,0.816867,1.65432,0,0,0,0.308161,0.23295,1.69727,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534466,-0.248102,1.54584,0,0,0
0.723477,1.72945,1.73679,0,0,0.323086,0.758525,1.59719,0,0,0,0.901595,0.816783,1.65469,0,0,0,0.30839,0.233258,1.69258,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534474,-0.248077,1.54527,0,0,0
0.723461,1.72934,1.73646,0,0,0.322973,0.758525,1.59582,0,0,0,0.901671,0.81676,1.65526,0,0,0,0.308337,0.233161,1.69377,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534438,-0.24818,1.54488,0,0,0
0.723485,1.72947,1.73679,0,0,0.322923,0.758388,1.59689,0,0,0,0.901603,0.816745,1.65517,0,0,0,0.308423,0.233285,1.69192,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534413,-0.24825,1.54519,0,0,0
0.723484,1.72946,1.73679,0,0,0.322953,0.75852,1.59551,0,0,0,0.901256,0.816786,1.66115,0,0,0,0.307965,0.23273,1.70119,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534512,-0.248044,1.54589,0,0,0
0.723481,1.72946,1.73683,0,0,0.323048,0.758513,1.59669,0,0,0,0.901506,0.816827,1.6542,0,0,0,0.308215,0.233021,1.6959,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.53442,-0.248238,1.54519,0,0,0
0.72349,1.72946,1.73684,0,0,0.322547,0.757935,1.59904,0,0,0,0.901237,0.816802,1.66072,0,0,0,0.308177,0.233011,1.69651,0,0,0,0.948844,0.338003,1.60953,0,0,0,0.534451,-0.248183,1.54562,0,0,0
