leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
0.586605,1.30649,1.6555,0,0,0.58765,-0.013181,1.58427,0,0,0,0.57882,-0.493346,3.11551,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937413,-0.963229,1.63322,0,0,0
0.586611,1.30649,1.65552,0,0,0.587649,-0.0131807,1.5843,0,0,0,0.578795,-0.493283,3.11604,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937409,-0.963229,1.63316,0,0,0
0.586607,1.30648,1.65549,0,0,0.58765,-0.0131744,1.5842,0,0,0,0.578801,-0.49335,3.11532,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937406,-0.96323,1.6332,0,0,0
0.586595,1.30648,1.65552,0,0,0.58765,-0.0131823,1.58423,0,0,0,0.578819,-0.493299,3.11585,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937415,-0.963208,1.63309,0,0,0
0.5866,1.30649,1.65554,0,0,0.58765,-0.0131857,1.58428,0,0,0,0.578821,-0.493352,3.11538,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937417,-0.963205,1.63309,0,0,0
0.586592,1.30649,1.65555,0,0,0.587651,-0.0131838,1.58431,0,0,0,0.578807,-0.493318,3.11595,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937415,-0.963218,1.6332,0,0,0
0.586592,1.30649,1.65558,0,0,0.587642,-0.0131834,1.5843,0,0,0,0.578795,-0.493354,3.11546,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937427,-0.963218,1.63335,0,0,0
0.5866,1.30649,1.65554,0,0,0.587639,-0.0131782,1.58421,0,0,0,0.578811,-0.493299,3.11596,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937431,-0.963219,1.63337,0,0,0
0.586599,1.3065,1.65553,0,0,0.58764,-0.0131853,1.58433,0,0,0,0.578823,-0.49335,3.11554,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937424,-0.963226,1.63327,0,0,0
0.586597,1.3065,1.6555,0,0,0.587641,-0.0131878,1.58436,0,0,0,0.578815,-0.493262,3.11634,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937425,-0.963227,1.63332,0,0,0
0.586597,1.3065,1.65551,0,0,0.587641,-0.013192,1.58435,0,0,0,0.5788,-0.493341,3.11541,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937428,-0.963221,1.63333,0,0,0
0.5866,1.30649,1.65551,0,0,0.587643,-0.0131942,1.58432,0,0,0,0.578821,-0.493292,3.11601,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937428,-0.963215,1.63337,0,0,0
0.5866,1.30649,1.6555,0,0,0.587642,-0.0132056,1.58428,0,0,0,0.578816,-0.493348,3.11551,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.93743,-0.963204,1.63334,0,0,0
0.586605,1.30649,1.65553,0,0,0.587643,-0.0132039,1.5842,0,0,0,0.578817,-0.493307,3.11591,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937432,-0.96321,1.63336,0,0,0
0.586595,1.3065,1.65556,0,0,0.587645,-0.0131976,1.58415,0,0,0,0.578817,-0.493342,3.11544,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937432,-0.963222,1.63334,0,0,0
0.5866,1.3065,1.65553,0,0,0.587649,-0.0131884,1.58411,0,0,0,0.578834,-0.493264,3.11617,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937433,-0.963217,1.63336,0,0,0
0.58659,1.3065,1.65548,0,0,0.587649,-0.0131919,1.58412,0,0,0,0.578827,-0.493341,3.1155,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937434,-0.963224,1.63328,0,0,0
0.586593,1.3065,1.65545,0,0,0.587648,-0.0132108,1.5842,0,0,0,0.578811,-0.493283,3.11607,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937433,-0.963236,1.63304,0,0,0
0.586594,1.3065,1.65547,0,0,0.587648,-0.0132136,1.58426,0,0,0,0.578796,-0.493358,3.11527,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937425,-0.963243,1.63295,0,0,0
0.586594,1.3065,1.65547,0,0,0.587645,-0.0132186,1.58428,0,0,0,0.578805,-0.49332,3.11573,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937424,-0.963247,1.63297,0,0,0
0.586584,1.3065,1.65547,0,0,0.587644,-0.0132202,1.58423,0,0,0,0.578802,-0.49337,3.11528,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937424,-0.963253,1.63304,0,0,0
0.586628,1.30664,1.65567,0,0,0.587654,-0.0131425,1.58467,0,0,0,0.578779,-0.493179,3.11586,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937412,-0.963245,1.63295,0,0,0
0.586612,1.30657,1.65553,0,0,0.587647,-0.0131566,1.58451,0,0,0,0.578803,-0.493318,3.11536,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937408,-0.963234,1.63299,0,0,0
0.586619,1.30661,1.65543,0,0,0.587652,-0.0131377,1.58469,0,0,0,0.578859,-0.493194,3.11487,0,0,0,0.428127,0.0840083,3.0394,0,0,0,0.0117779,-0.850601,1.68396,0,0,0,0.937408,-0.963237,1.63306,0,0,0
