leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
0.586576,1.30647,1.65543,0,0,0.507427,-0.000385122,0.00055771,0,0,0,0.662281,-0.560157,-0.000257913,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842852,-0.953572,-0.000463191,0,0,0
0.586605,1.30647,1.65548,0,0,0.507435,-0.000383505,0.000427589,0,0,0,0.66227,-0.560089,0.000329249,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842847,-0.953614,4.29177e-05,0,0,0
0.586574,1.30647,1.6554,0,0,0.507411,-0.000354898,0.000388274,0,0,0,0.662298,-0.560171,-0.00041705,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842845,-0.953605,-8.85097e-05,0,0,0
0.58658,1.30647,1.65543,0,0,0.507402,-0.000340355,0.000338502,0,0,0,0.662293,-0.560109,0.000268359,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842851,-0.953594,-0.000188406,0,0,0
0.58658,1.30647,1.65541,0,0,0.507435,-0.000356196,1.85222e-05,0,0,0,0.662277,-0.56016,4.36716e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842827,-0.953612,0.000141905,0,0,0
0.586596,1.30647,1.65544,0,0,0.507453,-0.00035521,-0.000260417,0,0,0,0.662285,-0.560134,-0.000215315,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842822,-0.953626,0.000290219,0,0,0
0.586601,1.30647,1.65545,0,0,0.507429,-0.000359164,-0.000273264,0,0,0,0.662279,-0.56015,2.89339e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842851,-0.953618,2.46653e-05,0,0,0
0.586623,1.30662,1.65547,0,0,0.507461,-0.000264311,-0.000677889,0,0,0,0.662391,-0.560055,-0.0014983,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842852,-0.953628,0.000160723,0,0,0
0.58661,1.30655,1.6555,0,0,0.507449,-0.000373149,5.1746e-05,0,0,0,0.662282,-0.560153,0.000285681,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842841,-0.953621,0.000268694,0,0,0
0.586593,1.30652,1.65546,0,0,0.507459,-0.000359056,-0.000128803,0,0,0,0.662301,-0.560129,6.64862e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842841,-0.953602,9.33339e-05,0,0,0
0.586552,1.30652,1.65562,0,0,0.507465,-0.000356265,-0.000221233,0,0,0,0.66229,-0.560143,-2.50996e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842849,-0.953618,0.000159925,0,0,0
0.586555,1.30652,1.65561,0,0,0.507402,-0.000356442,0.000562455,0,0,0,0.662279,-0.560066,0.000493074,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.84284,-0.953618,0.000255757,0,0,0
0.586556,1.30651,1.65567,0,0,0.507431,-0.000381752,0.000483055,0,0,0,0.662289,-0.560162,-0.000229111,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842828,-0.953628,0.000375721,0,0,0
0.586555,1.30651,1.65569,0,0,0.507426,-0.000374779,0.000392118,0,0,0,0.662303,-0.560094,0.000428404,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842851,-0.95359,-0.00024665,0,0,0
0.586562,1.30648,1.65566,0,0,0.507398,-0.000363568,0.000604344,0,0,0,0.662297,-0.560187,-0.000335329,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842833,-0.953602,-5.02732e-05,0,0,0
0.586571,1.30649,1.65565,0,0,0.507403,-0.000347643,0.00035062,0,0,0,0.662288,-0.560144,-2.33869e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842845,-0.953591,-0.000170231,0,0,0
0.58657,1.30649,1.65561,0,0,0.507413,-0.000360423,0.000343795,0,0,0,0.662282,-0.560165,-0.000268296,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842857,-0.953584,-0.000344273,0,0,0
0.586575,1.30649,1.6555,0,0,0.507424,-0.000356896,0.000203972,0,0,0,0.662279,-0.560077,9.80233e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842831,-0.953601,0.000103617,0,0,0
0.586573,1.30648,1.65546,0,0,0.507412,-0.000352767,0.000351728,0,0,0,0.662271,-0.560131,-0.000161595,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842844,-0.95361,-1.85213e-05,0,0,0
0.586573,1.30648,1.65546,0,0,0.507378,-0.000360142,0.000886054,0,0,0,0.662237,-0.560011,0.00161158,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842864,-0.953591,-0.00040886,0,0,0
0.586577,1.30648,1.65548,0,0,0.507395,-0.000375761,0.000517722,0,0,0,0.662252,-0.560119,0.000400432,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842846,-0.953629,0.000161722,0,0,0
0.586585,1.30648,1.65551,0,0,0.507437,-0.000365205,-0.000161236,0,0,0,0.662284,-0.560092,-0.000225401,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842836,-0.953645,0.000462764,0,0,0
0.586585,1.30648,1.6555,0,0,0.507436,-0.000360975,-0.000101671,0,0,0,0.662287,-0.56015,-0.000488129,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.84284,-0.953645,0.000438293,0,0,0
0.586587,1.30648,1.65545,0,0,0.507369,-0.000374075,0.000947298,0,0,0,0.662276,-0.560092,0.000618595,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842849,-0.953629,0.000206591,0,0,0
0.586595,1.30647,1.65545,0,0,0.507398,-0.000369201,0.000455557,0,0,0,0.662288,-0.56014,7.80784e-05,0,0,0,0.680642,-0.573346,0,0,0,0,0.0117779,-0.850601,0,0,0,0,0.842873,-0.953574,-0.000524367,0,0,0
