leader_x,leader_y,leader_theta,leader_vel_linear,leader_vel_angular,sensor_1_x,sensor_1_y,sensor_1_theta,estimated_x,estimated_y,estimated_theta,sensor_2_x,sensor_2_y,sensor_2_theta,estimated_x,estimated_y,estimated_theta,sensor_3_x,sensor_3_y,sensor_3_theta,estimated_x,estimated_y,estimated_theta,sensor_4_x,sensor_4_y,sensor_4_theta,estimated_x,estimated_y,estimated_theta,sensor_5_x,sensor_5_y,sensor_5_theta,estimated_x,estimated_y,estimated_theta
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
100000,100000,100000,100000,100000,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0,100000,100000,100000,0,0,0
-0.380929,1.11605,-3.10195,100000,100000,0.338534,0.74747,2.93056,0,0,0,0.47931,0.477502,-2.00872,0,0,0,0.593734,0.558672,-2.70649,0,0,0,0.739555,0.602434,-2.88179,0,0,0,0.165986,0.786408,0.0599356,0,0,0
-0.380935,1.11606,-3.10196,0,0,0.338633,0.747446,2.92997,0,0,0,0.477795,0.472301,-2.02215,0,0,0,0.590012,0.557201,-2.70508,0,0,0,0.736859,0.601501,-2.88387,0,0,0,0.165982,0.78646,0.0594853,0,0,0
-0.380938,1.11605,-3.10197,0,0,0.33873,0.747464,2.93118,0,0,0,0.476193,0.466828,-2.04744,0,0,0,0.585271,0.555037,-2.70326,0,0,0,0.731665,0.600219,-2.87286,0,0,0,0.166003,0.786411,0.0590493,0,0,0
-0.38094,1.11605,-3.10196,0,0,0.338699,0.74749,2.9303,0,0,0,0.474595,0.462393,-2.08641,0,0,0,0.579286,0.551435,-2.69685,0,0,0,0.724531,0.597992,-2.86406,0,0,0,0.166002,0.7862,0.0614114,0,0,0
-0.380941,1.11605,-3.10195,0,0,0.338645,0.747606,2.92986,0,0,0,0.471649,0.454602,-2.11379,0,0,0,0.573061,0.548219,-2.70135,0,0,0,0.717454,0.596386,-2.85917,0,0,0,0.166007,0.78636,0.0611091,0,0,0
-0.380939,1.11605,-3.10195,0,0,0.338658,0.747584,2.92974,0,0,0,0.469013,0.448065,-2.15753,0,0,0,0.565988,0.543782,-2.70065,0,0,0,0.710366,0.594798,-2.84497,0,0,0,0.166019,0.786491,0.0604832,0,0,0
-0.380939,1.11605,-3.10194,0,0,0.338768,0.747564,2.93132,0,0,0,0.464826,0.441385,-2.19437,0,0,0,0.559933,0.540524,-2.69423,0,0,0,0.704533,0.593351,-2.83893,0,0,0,0.166011,0.786196,0.0614525,0,0,0
-0.380938,1.11605,-3.10194,0,0,0.338669,0.747603,2.93046,0,0,0,0.46298,0.436242,-2.2359,0,0,0,0.552503,0.537102,-2.69301,0,0,0,0.697923,0.592282,-2.82174,0,0,0,0.166007,0.786175,0.0618931,0,0,0
